1.000000 -1.000000 -inf
1.000000 -0.897436 -inf
1.000000 -0.794872 -inf
1.000000 -0.692308 -inf
1.000000 -0.589744 -inf
1.000000 -0.487179 -inf
1.000000 -0.384615 -inf
1.000000 -0.282051 -inf
1.000000 -0.179487 -inf
1.000000 -0.076923 -inf
1.000000 0.025641 -inf
1.000000 0.128205 -inf
1.000000 0.230769 -inf
1.000000 0.333333 -inf
1.000000 0.435897 -inf
1.000000 0.538462 -inf
1.000000 0.641026 -inf
1.000000 0.743590 -inf
1.000000 0.846154 -inf
1.000000 0.948718 -inf
1.000000 1.051282 -inf
1.000000 1.153846 -inf
1.000000 1.256410 -inf
1.000000 1.358974 -inf
1.000000 1.461538 -inf
1.000000 1.564103 -inf
1.000000 1.666667 -inf
1.000000 1.769231 -inf
1.000000 1.871795 -inf
1.000000 1.974359 -inf
1.000000 2.076923 -inf
1.000000 2.179487 -inf
1.000000 2.282051 -inf
1.000000 2.384615 -inf
1.000000 2.487179 -inf
1.000000 2.589744 -inf
1.000000 2.692308 -inf
1.000000 2.794872 -inf
1.000000 2.897436 -inf
1.000000 3.000000 -inf
2.256410 -1.000000 -inf
2.256410 -0.897436 -inf
2.256410 -0.794872 -inf
2.256410 -0.692308 -inf
2.256410 -0.589744 -inf
2.256410 -0.487179 -inf
2.256410 -0.384615 -inf
2.256410 -0.282051 -inf
2.256410 -0.179487 -inf
2.256410 -0.076923 -inf
2.256410 0.025641 -inf
2.256410 0.128205 -inf
2.256410 0.230769 -inf
2.256410 0.333333 -inf
2.256410 0.435897 -inf
2.256410 0.538462 -inf
2.256410 0.641026 -inf
2.256410 0.743590 -inf
2.256410 0.846154 -inf
2.256410 0.948718 -inf
2.256410 1.051282 -inf
2.256410 1.153846 -inf
2.256410 1.256410 -inf
2.256410 1.358974 -inf
2.256410 1.461538 -inf
2.256410 1.564103 -inf
2.256410 1.666667 -inf
2.256410 1.769231 -inf
2.256410 1.871795 -inf
2.256410 1.974359 -inf
2.256410 2.076923 -inf
2.256410 2.179487 -inf
2.256410 2.282051 -inf
2.256410 2.384615 -inf
2.256410 2.487179 -inf
2.256410 2.589744 -inf
2.256410 2.692308 -inf
2.256410 2.794872 -inf
2.256410 2.897436 -inf
2.256410 3.000000 -inf
3.512821 -1.000000 -inf
3.512821 -0.897436 -inf
3.512821 -0.794872 -inf
3.512821 -0.692308 -inf
3.512821 -0.589744 -inf
3.512821 -0.487179 -inf
3.512821 -0.384615 -inf
3.512821 -0.282051 -inf
3.512821 -0.179487 -inf
3.512821 -0.076923 -inf
3.512821 0.025641 -inf
3.512821 0.128205 -inf
3.512821 0.230769 -inf
3.512821 0.333333 -inf
3.512821 0.435897 -inf
3.512821 0.538462 -inf
3.512821 0.641026 -inf
3.512821 0.743590 -inf
3.512821 0.846154 -inf
3.512821 0.948718 -inf
3.512821 1.051282 -inf
3.512821 1.153846 -inf
3.512821 1.256410 -inf
3.512821 1.358974 -inf
3.512821 1.461538 -inf
3.512821 1.564103 -inf
3.512821 1.666667 -inf
3.512821 1.769231 -inf
3.512821 1.871795 -inf
3.512821 1.974359 -inf
3.512821 2.076923 -inf
3.512821 2.179487 -inf
3.512821 2.282051 -inf
3.512821 2.384615 -inf
3.512821 2.487179 -inf
3.512821 2.589744 -inf
3.512821 2.692308 -inf
3.512821 2.794872 -inf
3.512821 2.897436 -inf
3.512821 3.000000 -inf
4.769231 -1.000000 -inf
4.769231 -0.897436 -inf
4.769231 -0.794872 -inf
4.769231 -0.692308 -inf
4.769231 -0.589744 -inf
4.769231 -0.487179 -inf
4.769231 -0.384615 -inf
4.769231 -0.282051 -inf
4.769231 -0.179487 -inf
4.769231 -0.076923 -inf
4.769231 0.025641 -inf
4.769231 0.128205 -inf
4.769231 0.230769 -inf
4.769231 0.333333 -inf
4.769231 0.435897 -inf
4.769231 0.538462 -inf
4.769231 0.641026 -inf
4.769231 0.743590 -inf
4.769231 0.846154 -inf
4.769231 0.948718 -inf
4.769231 1.051282 -inf
4.769231 1.153846 -inf
4.769231 1.256410 -inf
4.769231 1.358974 -inf
4.769231 1.461538 -inf
4.769231 1.564103 -inf
4.769231 1.666667 -inf
4.769231 1.769231 -inf
4.769231 1.871795 -inf
4.769231 1.974359 -inf
4.769231 2.076923 -inf
4.769231 2.179487 -inf
4.769231 2.282051 -inf
4.769231 2.384615 -inf
4.769231 2.487179 -inf
4.769231 2.589744 -inf
4.769231 2.692308 -inf
4.769231 2.794872 -inf
4.769231 2.897436 -inf
4.769231 3.000000 -inf
6.025641 -1.000000 -inf
6.025641 -0.897436 -inf
6.025641 -0.794872 -inf
6.025641 -0.692308 -inf
6.025641 -0.589744 -inf
6.025641 -0.487179 -inf
6.025641 -0.384615 -inf
6.025641 -0.282051 -inf
6.025641 -0.179487 -inf
6.025641 -0.076923 -inf
6.025641 0.025641 -inf
6.025641 0.128205 -inf
6.025641 0.230769 -inf
6.025641 0.333333 -inf
6.025641 0.435897 -inf
6.025641 0.538462 -inf
6.025641 0.641026 -inf
6.025641 0.743590 -inf
6.025641 0.846154 -inf
6.025641 0.948718 -inf
6.025641 1.051282 -inf
6.025641 1.153846 -inf
6.025641 1.256410 -inf
6.025641 1.358974 -inf
6.025641 1.461538 -inf
6.025641 1.564103 -inf
6.025641 1.666667 -inf
6.025641 1.769231 -inf
6.025641 1.871795 -inf
6.025641 1.974359 -inf
6.025641 2.076923 -inf
6.025641 2.179487 -inf
6.025641 2.282051 -inf
6.025641 2.384615 -inf
6.025641 2.487179 -inf
6.025641 2.589744 -inf
6.025641 2.692308 -inf
6.025641 2.794872 -inf
6.025641 2.897436 -inf
6.025641 3.000000 -inf
7.282051 -1.000000 -inf
7.282051 -0.897436 -inf
7.282051 -0.794872 -inf
7.282051 -0.692308 -inf
7.282051 -0.589744 -inf
7.282051 -0.487179 -inf
7.282051 -0.384615 -inf
7.282051 -0.282051 -inf
7.282051 -0.179487 -inf
7.282051 -0.076923 -inf
7.282051 0.025641 -inf
7.282051 0.128205 -inf
7.282051 0.230769 -inf
7.282051 0.333333 -inf
7.282051 0.435897 -inf
7.282051 0.538462 -inf
7.282051 0.641026 -inf
7.282051 0.743590 -inf
7.282051 0.846154 -inf
7.282051 0.948718 -inf
7.282051 1.051282 -inf
7.282051 1.153846 -inf
7.282051 1.256410 -inf
7.282051 1.358974 -inf
7.282051 1.461538 -inf
7.282051 1.564103 -inf
7.282051 1.666667 -inf
7.282051 1.769231 -inf
7.282051 1.871795 -inf
7.282051 1.974359 -inf
7.282051 2.076923 -inf
7.282051 2.179487 -inf
7.282051 2.282051 -inf
7.282051 2.384615 -inf
7.282051 2.487179 -inf
7.282051 2.589744 -inf
7.282051 2.692308 -inf
7.282051 2.794872 -inf
7.282051 2.897436 -inf
7.282051 3.000000 -inf
8.538462 -1.000000 -inf
8.538462 -0.897436 -inf
8.538462 -0.794872 -inf
8.538462 -0.692308 -inf
8.538462 -0.589744 -inf
8.538462 -0.487179 -inf
8.538462 -0.384615 -inf
8.538462 -0.282051 -inf
8.538462 -0.179487 -inf
8.538462 -0.076923 -inf
8.538462 0.025641 -inf
8.538462 0.128205 -inf
8.538462 0.230769 -inf
8.538462 0.333333 -inf
8.538462 0.435897 -inf
8.538462 0.538462 -inf
8.538462 0.641026 -inf
8.538462 0.743590 -inf
8.538462 0.846154 -inf
8.538462 0.948718 -inf
8.538462 1.051282 -inf
8.538462 1.153846 -inf
8.538462 1.256410 -inf
8.538462 1.358974 -inf
8.538462 1.461538 -inf
8.538462 1.564103 -inf
8.538462 1.666667 -inf
8.538462 1.769231 -inf
8.538462 1.871795 -inf
8.538462 1.974359 -inf
8.538462 2.076923 -inf
8.538462 2.179487 -inf
8.538462 2.282051 -inf
8.538462 2.384615 -inf
8.538462 2.487179 -inf
8.538462 2.589744 -inf
8.538462 2.692308 -inf
8.538462 2.794872 -inf
8.538462 2.897436 -inf
8.538462 3.000000 -inf
9.794872 -1.000000 -inf
9.794872 -0.897436 -inf
9.794872 -0.794872 -inf
9.794872 -0.692308 -inf
9.794872 -0.589744 -inf
9.794872 -0.487179 -inf
9.794872 -0.384615 -inf
9.794872 -0.282051 -inf
9.794872 -0.179487 -inf
9.794872 -0.076923 -inf
9.794872 0.025641 -inf
9.794872 0.128205 -inf
9.794872 0.230769 -inf
9.794872 0.333333 -inf
9.794872 0.435897 -inf
9.794872 0.538462 -inf
9.794872 0.641026 -inf
9.794872 0.743590 -inf
9.794872 0.846154 -inf
9.794872 0.948718 -inf
9.794872 1.051282 -inf
9.794872 1.153846 -inf
9.794872 1.256410 -inf
9.794872 1.358974 -inf
9.794872 1.461538 -inf
9.794872 1.564103 -inf
9.794872 1.666667 -inf
9.794872 1.769231 -inf
9.794872 1.871795 -inf
9.794872 1.974359 -inf
9.794872 2.076923 -inf
9.794872 2.179487 -inf
9.794872 2.282051 -inf
9.794872 2.384615 -inf
9.794872 2.487179 -inf
9.794872 2.589744 -inf
9.794872 2.692308 -inf
9.794872 2.794872 -inf
9.794872 2.897436 -inf
9.794872 3.000000 -inf
11.051282 -1.000000 -inf
11.051282 -0.897436 -inf
11.051282 -0.794872 -inf
11.051282 -0.692308 -inf
11.051282 -0.589744 -inf
11.051282 -0.487179 -inf
11.051282 -0.384615 -inf
11.051282 -0.282051 -inf
11.051282 -0.179487 -inf
11.051282 -0.076923 -inf
11.051282 0.025641 -inf
11.051282 0.128205 -inf
11.051282 0.230769 -inf
11.051282 0.333333 -inf
11.051282 0.435897 -inf
11.051282 0.538462 -inf
11.051282 0.641026 -inf
11.051282 0.743590 -inf
11.051282 0.846154 -inf
11.051282 0.948718 -inf
11.051282 1.051282 -inf
11.051282 1.153846 -inf
11.051282 1.256410 -inf
11.051282 1.358974 -inf
11.051282 1.461538 -inf
11.051282 1.564103 -inf
11.051282 1.666667 -inf
11.051282 1.769231 -inf
11.051282 1.871795 -inf
11.051282 1.974359 -inf
11.051282 2.076923 -inf
11.051282 2.179487 -inf
11.051282 2.282051 -inf
11.051282 2.384615 -inf
11.051282 2.487179 -inf
11.051282 2.589744 -inf
11.051282 2.692308 -inf
